$created,$email,$first_name,$last_name,Abandon Cart Count,Account Created Count,Gender,Registration Date,$city,$region,Last Event,Last Purchase,Last Search,Last Share
2020-03-09T00:43:50,Lawrence.Alexander@hotmailx.com,Lawrence,Alexander,3.0,2.0,Male,2020-03-12T10:46:08,,,Abandon Cart,2020-03-29T19:15:22,2020-03-29T18:44:01,2020-03-31T23:39:13
2020-03-11T19:55:10,Ernest.Gardner@gmailx.com,Ernest,Gardner,4.0,6.0,Female,2020-03-12T09:24:04,Montevideo,Departamento de Montevideo,Add To Cart,2020-03-19T15:05:55,2020-03-31T22:47:31,2020-03-31T22:42:55
2020-03-12T13:09:29,Kelly.Hunt@yahoox.com,Kelly,Hunt,2.0,4.0,Male,2020-03-16T16:46:42,,,Search,2020-03-16T17:05:22,,2020-03-16T16:36:50
2020-03-07T08:34:04,Connie.Mcdonald@aolx.com,Connie,Mcdonald,2.0,,,,,,Complete Purchase,2020-03-31T23:41:41,2020-03-31T23:19:36,2020-03-31T23:04:33
2020-03-03T00:56:07,Craig.Palmer@outlookx.com,Lissi,Tunstall,3.0,2.0,Male,2020-03-20T17:36:12,,,Browse,2020-03-20T17:48:24,2020-03-07T07:59:55,2020-03-31T23:36:20
2020-03-06T16:49:29,Sherry.Stephens@comcastx.com,Sherry,Stephens,3.0,6.0,Female,2020-03-19T11:52:22,,,Abandon Cart,2020-03-31T21:06:06,2020-03-31T20:46:52,2020-03-31T20:51:03
2020-03-10T23:48:34,Steve.Sullivan@hotmailx.com,Steve,Sullivan,5.0,2.0,Female,2020-03-17T09:17:45,,,Add To Cart,2020-03-29T10:51:32,2020-03-31T23:37:11,2020-03-29T10:37:39
2020-03-07T03:53:29,Edward.Allen@gmailx.com,Edward,Allen,3.0,8.0,Female,2020-03-12T08:43:22,,,Browse,2020-03-29T22:46:57,2020-03-29T22:13:09,2020-03-07T12:32:56
2020-03-10T22:16:26,Jacob.Warren@aolx.com,Jacob,Warren,3.0,4.0,Male,2020-03-12T08:49:31,,,Review Payment,2020-03-13T20:54:50,2020-03-19T17:13:22,2020-03-29T18:08:22
2020-03-10T20:13:08,Ann.Patterson@yahoox.com,Ann,Patterson,5.0,5.0,Female,2020-03-16T11:18:13,Koch'ang,Jeollabuk-do,Account Created,2020-03-19T19:36:34,2020-03-29T08:44:29,2020-03-29T08:58:18
2020-03-06T10:35:14,Chad.Lopez@outlookx.com,Chad,Lopez,3.0,1.0,Female,2020-03-19T17:03:07,Burlington,New Jersey,Share Item,2020-03-29T09:00:19,2020-03-31T23:33:57,2020-03-31T23:38:30
2020-03-06T12:28:56,Ruby.Ellis@gmailx.com,Ruby,Ellis,3.0,5.0,Female,2020-03-07T16:34:57,Pendleton,Indiana,Search,2020-03-29T18:40:22,2020-03-31T22:58:52,2020-03-29T17:56:56
2020-03-12T12:33:37,Nicholas.Allen@outlookx.com,Nicholas,Allen,3.0,6.0,Male,2020-03-12T22:56:05,,,Add To Cart,2020-03-17T16:06:37,2020-03-17T15:42:40,2020-03-13T13:35:24
2020-03-06T05:29:40,Bernard.Reynolds@gmailx.com,Bernard,Reynolds,2.0,1.0,Female,2020-03-29T11:24:14,,,Review Payment,2020-03-19T21:15:21,2020-03-19T20:42:13,2020-03-19T20:59:11
2020-03-09T13:26:35,Louise.Lane@comcastx.com,Louise,Lane,4.0,5.0,Male,2020-03-13T15:52:57,Columbia,Tennessee,Abandon Cart,2020-03-31T12:52:52,2020-03-31T12:25:29,2020-03-19T21:12:00
2020-03-09T21:22:30,Robert.Hanson@comcastx.com,Robert,Hanson,3.0,5.0,Male,2020-03-12T14:40:06,,,Landing Page Loaded,2020-03-19T16:47:51,2020-03-31T23:16:53,2020-03-19T16:27:09
2020-03-06T12:14:53,Paul.Thomas@aolx.com,Paul,Thomas,4.0,2.0,Female,2020-03-19T13:08:19,,,Abandon Cart,2020-03-29T15:24:46,2020-03-24T10:11:21,2020-03-29T14:52:23
2020-03-07T11:20:48,Johnny.Mccoy@comcastx.com,Johnny,Mccoy,1.0,2.0,Male,2020-03-19T15:41:33,Yokohama,Kanagawa,Item Detail Page,2020-03-31T23:04:08,2020-03-07T09:54:32,2020-03-31T22:26:57
2020-03-13T15:39:39,Kyle.Henderson@gmailx.com,Kyle,Henderson,2.0,4.0,Female,2020-03-12T16:31:11,,,Browse,2020-03-17T22:46:56,2020-03-17T21:44:08,2020-03-31T23:37:38
2020-03-09T01:09:54,Adam.Kim@aolx.com,Adam,Kim,2.0,3.0,Female,2020-03-19T16:09:42,,,Search Results,2020-03-29T22:42:24,2020-03-31T23:27:06,2020-03-13T20:17:30
2020-03-12T06:28:49,Jacqueline.Edwards@comcastx.com,Jacqueline,Edwards,2.0,,,,São Paulo,Sao Paulo,Search,2020-03-13T14:48:15,2020-03-31T23:29:38,2020-03-31T23:19:05
2020-03-11T21:22:31,Eddie.Foster@yahoox.com,Eddie,Foster,2.0,4.0,Female,2020-03-12T21:06:51,,,Share Item,2020-03-19T18:52:39,2020-03-29T22:58:26,2020-03-31T15:18:40
2020-03-06T01:25:11,Mike.Phillips@hotmailx.com,Mike,Phillips,2.0,6.0,Female,2020-03-07T19:18:46,,,Review Payment,2020-03-24T12:15:31,2020-03-29T17:10:47,2020-03-29T17:02:07
2020-03-06T01:32:44,Jeffrey.Lewis@gmailx.com,Jeffrey,Lewis,4.0,4.0,Female,2020-03-07T07:35:19,Ouagadougou,Kadiogo Province,Abandon Cart,2020-03-31T11:11:55,2020-03-31T10:53:05,2020-03-31T10:38:58
2020-03-10T16:47:11,Martin.Garrett@yahoox.com,Martin,Garrett,4.0,6.0,Male,2020-03-12T21:08:24,,,Account Created,2020-03-29T15:09:35,2020-03-19T19:47:44,2020-03-29T14:40:36
2020-03-13T20:12:15,Emily.Kelley@outlookx.com,Emily,Kelley,5.0,4.0,Female,2020-03-12T19:52:09,,,Item Detail Page,2020-03-31T22:51:44,2020-03-17T14:06:15,2020-03-31T22:43:40
2020-03-07T01:20:30,Justin.Kelley@aolx.com,Justin,Kelley,1.0,3.0,Female,2020-03-12T18:00:31,,,Search Results,2020-03-12T18:13:30,2020-03-29T17:06:34,2020-03-31T23:02:35
2020-03-08T08:48:22,Karen.Pearson@aolx.com,Karen,Pearson,3.0,8.0,Male,2020-03-13T20:01:18,San Sebastián de los Reyes,Madrid,Browse,2020-03-29T22:46:50,2020-03-29T22:21:43,2020-03-19T15:46:19
2020-03-08T00:28:22,Christopher.Hernandez@aolx.com,Christopher,Hernandez,1.0,2.0,Female,2020-03-13T12:53:46,Usingen,Hesse,Share Item,2020-03-19T15:01:12,2020-03-29T15:23:06,2020-03-31T23:35:30
2020-03-07T19:11:40,Nancy.Wallace@yahoox.com,Nancy,Wallace,2.0,3.0,Male,2020-03-13T20:05:55,Dix,Illinois,Item Detail Page,2020-03-31T22:54:55,2020-03-13T19:56:47,2020-03-31T22:13:08
2020-03-11T01:39:02,Judy.Wells@aolx.com,Judy,Wells,6.0,2.0,Male,2020-03-17T22:38:46,Madrid,Madrid,Abandon Cart,2020-03-29T20:43:36,2020-03-19T21:41:55,2020-03-31T16:22:12
2020-03-06T12:47:08,Phyllis.Jenkins@gmailx.com,Phyllis,Jenkins,2.0,3.0,Female,2020-03-07T08:18:35,,,Complete Purchase,2020-03-31T23:06:00,2020-03-31T22:30:45,2020-03-29T21:55:16
2020-03-10T10:58:14,Tony.Gilbert@yahoox.com,Tony,Gilbert,3.0,4.0,Male,2020-03-12T10:11:47,Paris,Paris,Abandon Cart,2020-03-31T22:04:49,2020-03-31T21:28:02,2020-03-13T18:34:42
2020-03-11T01:41:33,Rachel.Anderson@comcastx.com,Rachel,Anderson,4.0,1.0,Male,2020-03-17T18:18:58,,,Abandon Cart,2020-03-29T09:14:50,2020-03-17T18:28:24,2020-03-16T13:45:28
2020-03-09T12:55:34,Samuel.Barnes@gmailx.com,Samuel,Barnes,4.0,3.0,Male,2020-03-29T22:52:23,Pahrump,Nevada,Item Detail Page,2020-03-31T23:08:52,2020-03-29T22:58:34,2020-03-31T22:55:58
2020-03-12T09:06:22,Deborah.George@comcastx.com,Deborah,George,1.0,3.0,Male,2020-03-16T17:19:22,Hangzhou,Zhejiang,Item Detail Page,,2020-03-13T21:35:45,2020-03-31T11:44:59
2020-03-07T08:02:47,Peter.Stanley@gmailx.com,Peter,Stanley,1.0,2.0,Male,2020-03-29T13:25:53,,,Review Payment,2020-03-29T14:11:42,2020-04-01T00:10:19,
2020-03-06T13:18:57,Christopher.Henry@yahoox.com,Christopher,Henry,3.0,1.0,Male,2020-03-24T23:30:04,,,Item Detail Page,2020-03-29T16:27:47,2020-03-29T15:52:38,2020-03-19T14:35:35
2020-03-12T14:39:09,Michelle.Morrison@gmailx.com,Michelle,Morrison,3.0,5.0,Female,2020-03-12T20:49:14,Humble,Texas,Item Detail Page,2020-03-17T11:20:00,2020-04-01T00:08:39,2020-03-17T10:17:31
2020-03-05T23:28:33,Timothy.Hayes@hotmailx.com,Timothy,Hayes,2.0,1.0,Female,2020-03-19T10:36:53,,Texas,Item Detail Page,2020-03-31T21:54:17,2020-03-29T20:45:51,2020-03-29T20:54:43
2020-03-06T11:51:05,Angela.Anderson@aolx.com,Angela,Anderson,1.0,5.0,Female,2020-03-07T09:23:21,,,Search,2020-03-19T14:49:53,2020-03-31T22:51:47,2020-03-19T14:23:42
2020-03-12T20:44:39,Edwin.Ruiz@outlookx.com,Edwin,Ruiz,4.0,2.0,Female,2020-03-16T22:09:36,,Beijing,Complete Purchase,2020-04-01T00:14:49,2020-03-31T23:49:45,2020-03-31T23:47:59
2020-03-04T14:25:32,David.Medina@hotmailx.com,Joelynn,Idill,3.0,5.0,Female,2020-03-07T22:44:37,Haikou,Hainan,Complete Purchase,2020-03-31T22:39:51,2020-03-29T11:22:20,2020-03-31T21:57:44
2020-03-06T09:19:47,Martha.Lopez@comcastx.com,Martha,Lopez,2.0,1.0,Male,2020-03-31T20:52:06,Chicago,Illinois,Abandon Cart,2020-03-31T21:32:57,2020-03-31T21:06:35,2020-03-31T21:06:25
2020-03-09T18:58:20,Raymond.Reid@gmailx.com,Raymond,Reid,3.0,4.0,Female,2020-03-13T20:06:40,,,Add To Cart,2020-03-29T22:28:53,2020-03-13T20:19:38,2020-03-31T23:02:05
2020-03-10T13:37:05,Patricia.Gordon@gmailx.com,Patricia,Gordon,2.0,6.0,Female,2020-03-13T09:05:14,,,Add To Cart,2020-03-19T19:49:30,2020-03-31T23:08:44,2020-03-16T10:18:06
2020-03-05T08:05:06,Anthony.Hudson@comcastx.com,Helaine,Rodriguez,2.0,5.0,Female,2020-03-07T07:38:30,St Austell,Cornwall,Item Detail Page,2020-03-29T15:06:33,2020-03-25T00:00:19,2020-03-29T14:34:02
2020-03-10T18:04:09,Daniel.Davis@hotmailx.com,Daniel,Davis,2.0,4.0,Male,2020-03-16T12:07:28,Gangbuk-gu,Seoul,Review Payment,2020-03-19T19:58:18,2020-03-29T20:27:48,2020-03-19T19:31:39
2020-03-06T01:25:11,Mike.Phillips@hotmailx.com,Mike,Phillips,2.0,6.0,Female,2020-03-07T19:18:46,,,Review Payment,2020-03-24T12:15:31,2020-03-29T17:10:47,2020-03-29T17:02:07
2020-03-10T13:56:54,Francis.Clark@yahoox.com,Francis,Clark,2.0,4.0,Female,2020-03-13T20:50:34,Nerima,Tokyo,Item Detail Page,2020-03-31T22:58:17,2020-03-31T22:22:08,2020-03-29T23:08:06
2020-03-12T14:13:18,Crystal.Moreno@outlookx.com,Crystal,Moreno,4.0,7.0,Female,2020-03-12T20:42:15,Karachi,Sindh,Item Detail Page,2020-03-31T23:43:33,2020-03-31T23:08:18,2020-03-31T22:48:26
2020-03-06T23:15:48,Alan.Barnes@gmailx.com,Alan,Barnes,3.0,4.0,Male,2020-03-07T22:54:54,,,Abandon Cart,2020-03-31T10:20:06,2020-03-29T16:50:17,2020-03-31T10:08:34
2020-03-13T15:55:50,Jeremy.Little@outlookx.com,Jeremy,Little,2.0,3.0,Male,2020-03-12T13:00:19,Canto do Buriti,Piaui,Abandon Cart,2020-03-31T12:34:22,2020-03-17T18:55:09,2020-03-13T08:57:18
2020-03-09T04:43:22,Diane.Morrison@aolx.com,Diane,Morrison,3.0,3.0,Female,2020-03-13T23:01:59,,,Item Detail Page,2020-03-31T22:59:37,2020-03-31T22:42:17,2020-03-29T12:59:54
2020-03-09T14:00:15,Frank.Kelley@aolx.com,Frank,Kelley,4.0,3.0,Male,2020-03-12T18:07:12,Orange City,Iowa,Abandon Cart,2020-03-19T23:44:17,2020-03-31T20:37:00,2020-03-13T15:58:50
2020-03-09T21:28:37,Martin.Willis@hotmailx.com,Martin,Willis,4.0,3.0,Female,2020-03-13T18:47:00,Santiago,Santiago Metropolitan,Landing Page Loaded,2020-03-31T23:23:54,2020-03-29T17:11:58,2020-03-31T22:39:32
2020-03-10T07:09:31,Billy.Lopez@gmailx.com,Billy,Lopez,3.0,3.0,Female,2020-03-19T23:28:11,San Jose,California,Complete Purchase,2020-03-31T23:33:58,2020-03-31T23:00:17,2020-03-13T10:50:23
2020-03-02T22:27:24,Kelly.Burke@yahoox.com,Fran,Wilson,3.0,4.0,Female,2020-03-20T10:59:20,,,Abandon Cart,2020-03-29T16:53:53,2020-03-29T16:04:22,2020-03-29T16:03:52
2020-03-13T14:13:05,Todd.Bell@gmailx.com,Todd,Bell,2.0,3.0,Female,2020-03-12T18:46:18,Chester Springs,Pennsylvania,Add To Cart,2020-03-17T23:44:34,2020-03-17T23:01:33,2020-03-17T23:12:32
2020-03-08T21:24:50,Margaret.Chavez@yahoox.com,Margaret,Chavez,4.0,2.0,Male,2020-03-07T11:37:44,,,Landing Page Loaded,2020-03-31T22:46:51,2020-03-31T22:16:54,2020-03-19T20:13:59
2020-03-06T16:06:01,Ernest.Cunningham@outlookx.com,Ernest,Cunningham,3.0,1.0,Female,2020-03-24T09:34:04,,,Search,2020-03-24T10:15:44,2020-03-31T22:43:21,2020-03-29T09:34:01
2020-03-10T13:10:02,Chad.Peterson@hotmailx.com,Chad,Peterson,3.0,1.0,Female,2020-03-29T09:42:18,,,Item Detail Page,2020-04-01T00:25:07,2020-04-01T00:11:59,2020-03-29T09:47:37
2020-03-15T08:00:43,Ryan.Bennett@outlookx.com,Ryan,Bennett,1.0,3.0,Male,2020-03-16T10:51:53,Marseille,Bouches-du-Rhône,Share Item,2020-03-17T21:08:40,2020-03-31T23:22:58,2020-03-31T23:31:35
2020-03-15T06:19:44,Eric.Byrd@yahoox.com,Eric,Byrd,2.0,1.0,Male,2020-03-31T23:56:33,Tianjin,Tianjin,Landing Page Loaded,2020-04-01T00:14:30,2020-03-16T08:57:12,2020-03-17T17:07:37
2020-03-15T22:30:45,Christopher.Lawrence@aolx.com,Christopher,Lawrence,1.0,2.0,Female,2020-03-17T14:14:15,,,Account Created,2020-03-17T14:49:26,2020-03-31T23:21:06,
2020-03-12T19:18:19,Antonio.Pierce@yahoox.com,Antonio,Pierce,4.0,5.0,Female,2020-03-12T16:27:58,,,Search,2020-03-17T17:52:40,2020-03-31T23:51:27,2020-03-17T17:32:41
2020-03-15T15:22:26,Ryan.Duncan@gmailx.com,Ryan,Duncan,1.0,1.0,Male,2020-03-17T09:41:51,,,Abandon Cart,2020-03-17T10:10:14,2020-03-17T09:36:23,2020-03-16T14:14:22
2020-03-06T12:14:53,Paul.Thomas@aolx.com,Paul,Thomas,4.0,2.0,Female,2020-03-19T13:08:19,,,Browse,2020-03-29T15:24:46,2020-03-31T22:56:43,2020-03-29T14:52:23
2020-03-10T20:02:24,Christopher.Peterson@outlookx.com,Christopher,Peterson,2.0,2.0,Male,2020-03-12T17:56:54,,,Share Item,2020-03-29T11:12:55,2020-03-19T19:43:53,2020-03-31T23:48:02
2020-03-10T20:48:58,Carlos.Nichols@hotmailx.com,Carlos,Nichols,3.0,4.0,Female,2020-03-12T13:29:36,Barueri,Sao Paulo,Abandon Cart,2020-03-29T15:35:09,2020-03-31T23:14:50,2020-03-19T21:01:21
2020-03-06T11:23:05,Edwin.Thomas@yahoox.com,Edwin,Thomas,3.0,2.0,Female,2020-03-07T19:03:59,Karlstein,Lower Austria,Item Detail Page,2020-03-31T16:23:21,2020-03-31T16:12:36,2020-03-31T16:13:39
2020-03-14T16:15:41,Donald.Rose@aolx.com,Donald,Rose,2.0,5.0,Male,2020-03-16T11:43:38,,,Item Detail Page,2020-04-01T00:12:05,2020-03-31T23:47:36,2020-03-16T11:57:29
2020-03-15T18:58:14,Barbara.Gibson@comcastx.com,Barbara,Gibson,1.0,2.0,Female,2020-03-17T09:17:19,Shenzhen,Guangdong,Item Detail Page,,2020-03-31T23:18:29,
2020-03-07T17:51:06,Amanda.Ryan@comcastx.com,Amanda,Ryan,2.0,5.0,Female,2020-03-19T18:02:21,,,Landing Page Loaded,2020-03-29T14:53:19,2020-03-31T22:56:00,2020-03-31T22:36:17
2020-03-10T09:38:13,Jose.Turner@hotmailx.com,Jose,Turner,3.0,4.0,Male,2020-03-13T18:08:10,Dayton,Ohio,Item Detail Page,2020-03-31T22:55:29,2020-03-19T18:12:41,2020-03-31T22:20:52
2020-03-15T21:59:27,Dawn.Bennett@aolx.com,Dawn,Bennett,2.0,2.0,Female,2020-03-16T10:06:44,,,Landing Page Loaded,2020-03-17T10:21:10,2020-03-31T23:13:25,2020-03-31T23:32:34
2020-03-07T00:40:04,Carolyn.Jacobs@hotmailx.com,Carolyn,Jacobs,1.0,2.0,Female,2020-03-29T12:02:25,Da Lat,Tinh Lam GJong,Item Detail Page,2020-03-19T19:19:00,2020-03-19T18:54:05,2020-03-29T12:18:31
2020-03-04T14:54:33,Doris.Bishop@gmailx.com,Doris,Bishop,3.0,3.0,Female,2020-03-24T13:38:54,Egg Harbor,New Jersey,Search Results,2020-03-29T13:21:45,2020-03-31T22:50:55,2020-03-31T22:37:33
2020-03-12T22:16:16,Sara.Mccoy@hotmailx.com,Sara,Mccoy,,,,,Santiago,Santiago Metropolitan,Search,,,
2020-03-13T00:08:06,Kelly.Foster@comcastx.com,Kelly,Foster,2.0,6.0,Male,2020-03-12T17:56:23,Bokaro Steel City,Jharkhand,Item Detail Page,2020-03-31T11:44:18,2020-03-16T09:22:27,2020-03-31T11:28:30
2020-03-04T23:20:24,Julie.Fernandez@comcastx.com,Wilhelmina,Schoffler,3.0,1.0,Female,2020-03-29T20:26:25,,,Abandon Cart,2020-03-31T17:42:39,2020-03-31T17:16:20,2020-03-29T20:24:53
2020-03-07T16:12:51,Jose.Hughes@outlookx.com,Jose,Hughes,1.0,1.0,Female,2020-03-31T23:05:36,,,Item Detail Page,2020-03-19T12:36:05,2020-03-31T23:10:45,2020-03-31T23:07:08
2020-03-07T07:49:19,Ernest.Morgan@comcastx.com,Ernest,Morgan,2.0,1.0,Female,2020-03-19T13:32:43,,,Item Detail Page,2020-04-01T00:10:53,2020-03-29T17:52:12,2020-03-29T17:58:41
2020-03-10T10:25:45,Helen.King@comcastx.com,Helen,King,3.0,6.0,Male,2020-03-12T09:50:57,,,Complete Purchase,2020-04-01T00:11:33,2020-03-31T23:53:32,2020-03-31T23:32:37
2020-03-13T19:42:49,William.Richardson@comcastx.com,William,Richardson,,1.0,Female,2020-03-31T22:21:28,Phoenix,Arizona,Item Detail Page,2020-03-31T23:02:02,2020-03-31T22:30:19,
2020-03-09T13:46:59,Joe.Ellis@outlookx.com,Joe,Ellis,3.0,3.0,Male,2020-03-19T13:59:02,,,Abandon Cart,2020-03-31T18:31:05,2020-03-31T18:12:31,2020-03-31T17:53:43
2020-03-06T22:52:26,Julie.Foster@outlookx.com,Julie,Foster,4.0,5.0,Male,2020-03-12T22:53:55,,,Add To Cart,2020-03-19T09:09:07,2020-03-19T08:45:44,2020-03-29T09:43:28
2020-03-07T08:18:35,Tammy.Coleman@comcastx.com,Tammy,Coleman,2.0,3.0,Male,2020-03-12T15:43:59,Taipei,Taipei City,Item Detail Page,2020-03-31T23:00:35,2020-03-29T20:10:05,2020-03-31T22:21:05
2020-03-10T23:48:34,Steve.Sullivan@hotmailx.com,Steve,Sullivan,5.0,1.0,Female,2020-03-17T09:17:45,,,Abandon Cart,2020-03-29T10:51:32,2020-03-29T10:27:39,2020-03-29T10:37:39
2020-03-15T18:24:11,Norma.Adams@comcastx.com,Norma,Adams,2.0,1.0,Male,2020-03-31T23:27:03,,,Search,2020-03-17T11:53:37,2020-03-31T23:15:48,2020-03-31T23:17:26
2020-03-09T16:25:53,Howard.Castillo@comcastx.com,Howard,Castillo,2.0,4.0,Female,2020-03-13T17:49:46,,,Abandon Cart,2020-03-31T19:16:58,2020-03-31T18:49:02,2020-03-19T11:24:34
2020-03-15T14:09:40,Peter.Bowman@hotmailx.com,Peter,Bowman,,3.0,Female,2020-03-16T12:50:49,,,Share Item,2020-03-17T17:14:58,2020-03-31T22:52:47,2020-03-31T22:52:01
2020-03-06T16:05:20,Tammy.Rodriguez@yahoox.com,Tammy,Rodriguez,2.0,1.0,Female,2020-03-07T20:20:51,,,Review Payment,2020-03-24T18:22:35,2020-03-31T22:40:56,2020-03-31T22:40:45
2020-03-07T18:29:20,Louis.Williams@hotmailx.com,Louis,Williams,4.0,4.0,Female,2020-03-07T08:37:25,Crystal City,Texas,Item Detail Page,2020-03-31T13:52:46,2020-03-31T13:38:31,2020-03-29T12:45:23
2020-03-10T14:28:56,Joshua.Howell@hotmailx.com,Joshua,Howell,2.0,,,,,,Browse,2020-03-13T12:44:53,2020-03-31T23:14:28,2020-03-29T16:30:56
2020-03-10T22:16:21,Douglas.Berry@outlookx.com,Douglas,Berry,3.0,6.0,Female,2020-03-12T09:28:35,Staunton,Virginia,Item Detail Page,2020-03-31T22:53:28,2020-03-29T18:28:36,2020-03-31T22:22:45
2020-03-07T08:02:47,Peter.Stanley@gmailx.com,Peter,Stanley,1.0,2.0,Male,2020-03-29T13:25:53,,,Browse,2020-03-29T14:11:42,2020-04-01T00:10:19,
2020-03-03T00:00:51,Christopher.Romero@gmailx.com,Vincenty,Guppy,2.0,4.0,Female,2020-03-07T16:55:32,Burbank,California,Abandon Cart,2020-03-29T12:12:19,2020-03-31T23:42:54,2020-03-24T09:47:41
2020-03-09T02:24:12,Gerald.Shaw@comcastx.com,Gerald,Shaw,3.0,6.0,Male,2020-03-12T12:01:15,,,Abandon Cart,2020-03-31T19:21:41,2020-03-19T11:15:46,2020-03-31T19:00:08
2020-03-09T00:19:10,Linda.Coleman@outlookx.com,Linda,Coleman,2.0,2.0,Male,2020-03-13T21:54:29,Koshigaya,Saitama,Item Detail Page,2020-03-29T14:48:06,2020-03-31T22:44:09,2020-03-31T22:55:30
2020-03-06T02:30:18,Adam.Tucker@gmailx.com,Adam,Tucker,5.0,8.0,Female,2020-03-07T18:46:57,,,Abandon Cart,2020-03-31T23:44:03,2020-03-31T23:06:40,2020-03-29T21:35:36
2020-03-13T10:20:30,Melvin.Brooks@aolx.com,Melvin,Brooks,3.0,4.0,Male,2020-03-12T18:58:15,,,Abandon Cart,2020-03-17T18:15:38,2020-03-17T17:55:19,2020-03-16T09:57:49
2020-03-07T17:09:36,Patricia.Hansen@aolx.com,Patricia,Hansen,4.0,6.0,Male,2020-03-07T07:11:07,Johannesburg,Gauteng,Item Detail Page,2020-03-31T23:31:17,,2020-03-29T12:35:33
2020-03-07T06:18:15,Emily.Perkins@gmailx.com,Emily,Perkins,4.0,6.0,Female,2020-03-12T09:39:32,,,Account Created,2020-03-29T17:20:46,2020-03-31T13:28:07,2020-03-29T16:57:45
2020-03-13T15:35:50,Jessica.Douglas@outlookx.com,Jessica,Douglas,3.0,,,,,,Complete Purchase,2020-03-31T09:19:37,2020-03-13T17:53:30,2020-03-31T08:58:41
2020-03-03T15:26:42,Harry.Larson@hotmailx.com,Webster,Brimilcombe,4.0,4.0,Female,2020-03-19T15:37:56,,,Abandon Cart,2020-04-01T00:23:55,2020-03-29T12:42:51,2020-03-31T23:49:50
2020-03-05T21:44:04,Vincent.Ross@aolx.com,Vincent,Ross,2.0,2.0,Male,2020-03-24T13:59:17,Changsha,Hunan,Review Payment,2020-03-29T22:43:24,2020-03-29T22:24:09,2020-03-29T22:30:30
2020-03-12T03:48:44,Michelle.Weaver@outlookx.com,Michelle,Weaver,3.0,5.0,Male,2020-03-16T14:44:41,Cebu City,Province of Cebu,Landing Page Loaded,2020-03-17T09:00:07,2020-03-17T08:45:25,2020-03-31T23:29:22
2020-03-09T21:41:12,Earl.Miller@gmailx.com,Earl,Miller,2.0,2.0,Female,2020-03-12T12:19:41,,,Share Item,2020-03-19T08:51:20,,2020-04-01T00:00:23
2020-03-10T18:32:19,Barry.Spencer@yahoox.com,Barry,Spencer,4.0,2.0,Male,2020-03-19T18:13:11,,,Item Detail Page,2020-03-31T23:17:51,2020-03-31T22:40:39,2020-03-31T22:45:07
2020-03-11T13:31:48,Willie.Cook@comcastx.com,Willie,Cook,4.0,4.0,Male,2020-03-13T15:15:06,,,Item Detail Page,2020-03-29T20:00:32,2020-03-31T22:49:58,2020-03-31T23:11:38
2020-03-10T20:31:14,Rebecca.Elliott@gmailx.com,Rebecca,Elliott,4.0,5.0,Female,2020-03-12T15:52:00,,,Search,2020-03-29T19:18:24,2020-03-31T23:31:52,2020-03-13T10:30:11
2020-03-14T15:19:56,Keith.Rogers@comcastx.com,Keith,Rogers,4.0,4.0,Female,2020-03-13T11:13:20,,,Abandon Cart,2020-03-31T23:14:41,2020-03-31T22:55:06,2020-03-31T22:35:33
2020-03-09T08:29:12,Timothy.Morris@outlookx.com,Timothy,Morris,2.0,3.0,Male,2020-03-12T13:21:06,Natrona Heights,Pennsylvania,Account Created,2020-03-29T16:19:34,,2020-03-31T23:21:20
2020-03-13T18:53:03,Frederick.Bailey@gmailx.com,Frederick,Bailey,4.0,3.0,Male,2020-03-13T16:13:30,,,Item Detail Page,2020-03-31T23:02:05,2020-03-31T22:34:07,2020-03-17T12:14:17
2020-03-03T06:42:11,Jason.Richardson@comcastx.com,Art,Braunschweiger,5.0,6.0,Male,2020-03-19T18:13:50,Coimbra,Coimbra,Abandon Cart,2020-03-31T13:11:30,2020-03-24T11:40:25,2020-03-31T12:33:59
2020-03-07T01:00:17,Laura.Ferguson@outlookx.com,Laura,Ferguson,3.0,3.0,Male,2020-03-19T09:29:52,Vallejo,California,Item Detail Page,2020-03-31T10:13:32,2020-03-19T09:34:50,2020-03-31T09:44:43
2020-03-09T01:09:54,Adam.Kim@aolx.com,Adam,Kim,2.0,3.0,Female,2020-03-19T16:09:42,,,Add To Cart,2020-03-29T22:42:24,2020-03-31T23:27:06,2020-03-13T20:17:30
2020-03-10T13:37:05,Patricia.Gordon@gmailx.com,Patricia,Gordon,2.0,6.0,Female,2020-03-13T09:05:14,,,Browse,2020-03-19T19:49:30,2020-03-31T23:08:44,2020-03-16T10:18:06
2020-03-07T03:53:29,Edward.Allen@gmailx.com,Edward,Allen,3.0,7.0,Female,2020-03-12T08:43:22,,,Add To Cart,2020-03-29T22:46:57,2020-03-29T22:13:09,2020-03-07T12:32:56
2020-03-11T22:53:19,Eric.Romero@gmailx.com,Eric,Romero,2.0,3.0,Female,2020-03-12T13:59:57,,,Abandon Cart,2020-03-17T10:00:14,2020-03-17T09:43:03,2020-03-31T23:25:09
2020-03-12T07:55:11,Janice.Bell@aolx.com,Janice,Bell,4.0,1.0,Female,2020-03-17T17:21:07,,,Abandon Cart,2020-03-31T09:54:14,2020-03-16T18:02:29,2020-03-31T09:31:54
2020-03-07T15:26:36,Shawn.Torres@yahoox.com,Shawn,Torres,3.0,4.0,Female,2020-03-07T18:30:59,Conflans-Sainte-Honorine,Yvelines,Share Item,2020-03-19T09:05:17,2020-03-31T22:45:00,2020-03-31T23:07:27
